Modelo,MAPE,POCID,PBE,"MASE(2020,2021,2022,2023,2024)",RRMSE
MODEL,0.10605103793290553,72.88135593220339,4.730165925161682,"0.6107, 1.2015, 1.7397, 0.9558, 1.2615",0.2109555893676682
MODEL,0.08623711668564966,79.66101694915254,-1.763027078976488,"2.5826, 1.0905, 0.6789, 2.1978, 0.7593",0.1863326349642354
MODEL,0.1078034774846607,77.96610169491525,8.915559393896803,"0.4329, 1.3309, 1.1541, 2.2003, 1.2031",0.29968202629730756
MODEL,0.09768788850121732,72.88135593220339,5.119169847965735,"1.7010, 0.9138, 1.3975, 0.7905, 2.0673",0.1674687151126869
MODEL,0.12414494256138021,71.1864406779661,7.946943122587542,"2.6843, 1.0556, 1.5515, 1.9731, 1.8384",0.24780503599227566
MODEL,0.11756351400657075,67.79661016949153,7.031340237587476,"3.4737, 1.0377, 1.1297, 0.6881, 1.7158",0.23195291008702257
MODEL,0.11762377748425755,64.40677966101696,7.046297478519913,"0.8315, 0.8528, 1.0214, 1.1316, 0.7110",0.17995458116157578
MODEL,0.10714851815038186,71.1864406779661,6.005485811598417,"2.0821, 1.0872, 0.9010, 1.0464, 2.0255",0.24081393939063916
MODEL,2.9026258001972444e+16,54.23728813559322,-4.155777092372153,"1.4627, 0.6579, 0.8541, 0.7172, 0.4154",0.7053980736328627
MODEL,5191478976288864.0,47.45762711864407,0.7894433349739417,"0.3880, 0.8212, 0.9649, 1.5336, 0.7351",0.7016038128633122
MODEL,1.490032329435366e+17,54.23728813559322,-216.39678043960072,"1.4836, 1.9611, 0.9617, 5.6495, 1.4799",0.7086451540368853
MODEL,4.444398914953105e+16,40.67796610169491,5.2995813716499605,"1.0187, 1.0382, 0.4872, 0.8098, 0.7763",1.3330534245191745
MODEL,1.1568305435150116e+16,38.983050847457626,-34.066045350686494,"1.1900, 0.7979, 1.5589, 1.2151, 0.7934",0.3852822089535663
MODEL,8286417556904338.0,50.847457627118644,-62.7074481273068,"1.1134, 1.8175, 1.1513, 2.1527, 0.5345",0.48838259980465315
MODEL,1.4577819369939434e+16,62.71186440677966,-37.7413702763085,"1.2934, 1.9689, 0.6811, 1.3937, 0.7542",0.3927303242839373
MODEL,0.43878317446530224,61.016949152542374,1.4712364110097478,"0.7648, 0.6223, 0.6523, 1.1224, 1.1040",0.7958124203269695
MODEL,0.3572455828060578,47.45762711864407,-8.19605181851931,"0.7698, 0.8351, 0.7135, 1.2616, 0.6588",0.26470810828819746
MODEL,8186696433270300.0,49.152542372881356,-32.2446240200936,"1.5406, 1.6128, 0.7244, 0.9410, 0.6377",0.3917657595373047
MODEL,0.2845622334738033,42.3728813559322,-4.17427490602118,"0.8709, 0.7118, 0.7362, 1.2389, 0.8455",0.2844428409323138
MODEL,0.17838515838020602,62.71186440677966,-1.921316944594042,"0.6427, 0.6275, 0.6639, 0.9689, 0.4332",0.15158036816101808
MODEL,0.2832357384352878,40.67796610169491,-7.722684661708875,"1.0669, 1.1511, 0.9485, 0.9175, 0.7747",0.18754021006526644
MODEL,0.36451451925471917,52.54237288135593,-11.283107594531431,"1.1446, 0.9699, 0.7767, 0.6097, 1.0062",0.24172599599847155
MODEL,7883298440979173.0,37.28813559322034,-19.043588070358826,"0.5855, 0.7134, 0.9393, 1.0667, 1.1172",0.9001249369641059
MODEL,0.7066997315725819,49.152542372881356,-30.696931302005193,"1.1112, 2.4353, 1.1451, 0.8741, 0.9920",0.18859064641685136
MODEL,6937066250059968.0,57.6271186440678,-61.72575186364365,"1.1603, 1.3620, 1.9154, 1.1283, 1.2503",0.5338825473592759
MODEL,0.2974986066433696,45.76271186440678,-18.206853420409782,"0.6736, 1.2471, 1.1213, 0.8126, 0.6868",0.2884745360782248
MODEL,0.3949430756152842,57.6271186440678,-19.117103895914017,"1.1821, 0.7611, 1.1068, 1.1765, 0.8174",0.2702885611745816
MODEL,4174161354260027.5,55.932203389830505,-82.58010178703866,"2.2998, 1.4210, 0.6958, 1.1753, 0.7627",0.5648009072044915
MODEL,1.1638585414129732e+16,49.152542372881356,-20.704598085291863,"0.7907, 1.3245, 0.8261, 1.1995, 0.5610",0.5669962946212092
MODEL,4162546296251575.0,49.152542372881356,32.8638077233101,"0.9247, 1.1421, 1.3029, 0.5129, 0.3145",1.39229035666769
MODEL,0.3468945094813922,66.10169491525424,-11.846598679107183,"0.7370, 1.1465, 0.8461, 1.4592, 0.7846",0.22199437970422767
MODEL,0.2724035547753448,54.23728813559322,15.325869931788969,"0.6347, 1.0848, 0.9782, 0.7355, 0.7406",0.47307892589151623
MODEL,7852042656948701.0,42.3728813559322,-34.64764117618838,"0.7228, 0.7878, 0.7405, 1.3787, 1.1225",1.027162778324152
MODEL,0.19430440035423635,50.847457627118644,-8.18327172392567,"2.0669, 0.9049, 1.0442, 0.9749, 0.4186",0.12572855231520072
MODEL,0.3199693350388429,40.67796610169491,7.421932219025836,"0.5715, 0.6846, 0.9328, 0.8041, 0.6002",0.4334402387048931
MODEL,0.06801060498223482,77.96610169491525,4.655472294106913,"2.2547, 2.4747, 0.9709, 0.7044, 1.0284",0.12002431156321954
MODEL,0.06718419698043063,88.13559322033899,6.46619485335736,"1.0042, 1.5796, 0.6955, 2.4402, 0.6222",0.09917342514040486
MODEL,0.04785999042899181,72.88135593220339,-1.6471782997524782,"1.1844, 0.6101, 1.4904, 0.6047, 1.3934",0.07364730134032188
MODEL,0.06551558816053063,79.66101694915254,5.306828500321141,"2.6834, 1.5893, 1.8866, 0.8055, 1.1862",0.10486130632660699
MODEL,0.09121517708795433,81.35593220338983,1.7051620483858227,"0.9983, 3.1784, 0.9088, 1.1006, 2.2076",0.14217008314156476
MODEL,0.035818186038216945,81.35593220338983,2.158598223576042,"1.2867, 1.1260, 0.8372, 1.1919, 1.0579",0.057722994375841545
MODEL,0.08489563599720715,76.27118644067797,-1.7701824377829876,"0.5892, 2.2486, 5.2030, 1.6158, 0.8979",0.1267771020411408
MODEL,0.11645036288164565,74.57627118644068,1.478747679459433,"5.7008, 2.4687, 3.9482, 1.7810, 0.7843",0.15768970285887673
MODEL,0.03232480673405284,76.27118644067797,0.29363231564276987,"1.0507, 0.6635, 0.9633, 1.4169, 0.5822",0.04872774034524858
MODEL,0.06194512061757669,71.1864406779661,5.349505917118437,"2.5112, 0.7750, 1.3559, 1.8556, 0.5179",0.10981944093657313
MODEL,0.09985594094926283,79.66101694915254,-4.102878602542433,"1.7560, 5.0296, 2.1968, 0.8751, 0.9267",0.11971370968984012
MODEL,0.04301905457579742,69.49152542372882,2.7153802717566324,"0.5094, 0.8926, 2.0716, 0.5507, 1.4865",0.057437436019684956
MODEL,0.09062193888313616,69.49152542372882,6.931457623991999,"1.8064, 1.6634, 4.1288, 1.4446, 3.1006",0.12830960709441597
MODEL,0.06656055750494576,83.05084745762711,4.272016875539786,"2.2751, 1.8729, 2.4294, 0.8915, 0.7596",0.10308144401310282
MODEL,0.0952958227890848,67.79661016949153,9.04727864985508,"0.5141, 2.0156, 3.0049, 0.9909, 3.8342",0.14845428791757306
MODEL,0.05181274903350703,86.44067796610169,-1.5517029042314887,"0.6296, 1.0580, 1.0683, 2.1408, 2.4101",0.06940456114490445
MODEL,0.06409187275099468,79.66101694915254,5.065577468001831,"0.4204, 1.2953, 1.6834, 0.9717, 1.2484",0.10036815255877342
MODEL,0.05253752001420339,79.66101694915254,4.627807192607262,"0.2924, 1.1389, 2.2070, 1.7729, 2.7035",0.07769980821076665
MODEL,0.057741585349532096,76.27118644067797,-0.7779319871817081,"1.3069, 2.4247, 0.6772, 0.8340, 2.1361",0.07664377038254648
MODEL,0.04023850866771098,88.13559322033899,3.073177391403714,"0.7614, 1.8848, 0.4784, 0.9732, 1.1510",0.05993525542550444
MODEL,0.057620004636355374,77.96610169491525,5.28873476837858,"0.7778, 1.3047, 0.7497, 2.3553, 1.6873",0.0918086091298098
MODEL,0.08601386203811666,72.88135593220339,7.767870812869002,"4.2953, 1.4763, 1.5869, 0.7789, 3.7193",0.15582861076455848
MODEL,0.046901091450982056,86.44067796610169,-0.9737512095775811,"0.6132, 2.0131, 0.9200, 1.7556, 0.3983",0.060811196963389574
MODEL,0.06764349184424565,84.7457627118644,3.3271385051297133,"0.7715, 4.0361, 0.8534, 1.2273, 0.8739",0.09977953400835438
MODEL,0.07456355658728289,81.35593220338983,2.8816150823061175,"0.5379, 0.9102, 2.1415, 0.9541, 1.4389",0.11633028871740762
MODEL,0.06496056506964602,71.1864406779661,-3.990203304802653,"1.2573, 2.8618, 1.4818, 1.7540, 0.7873",0.078633985130451
MODEL,0.07471473621977792,69.49152542372882,4.792565094019915,"0.8945, 0.8086, 3.2212, 1.9635, 1.6336",0.09790458277514388
MODEL,249843930916780.47,0.0,-3.328589816e+22,"3966509833333334016.0000, 19489048541666664448.0000, 1136688483333333376.0000, 2757894491666667008.0000, 388107116666666688.0000",0.032599929245893194
MODEL,3300432542584987.0,55.932203389830505,-36.58134656051941,"2.5139, 1.0642, 0.6884, 1.0778, 3.2726",0.08581988709548007
MODEL,32.812850579359555,40.67796610169491,-898.6041878968571,"40.9301, 12.0566, 9.1027, 10.7318, 54.5626",0.5619376124929925
MODEL,1546177599237691.5,0.0,-2.0599223649999998e+23,"66320781416666677248.0000, 237776408333333408.0000, 21550926291666665472.0000, 75827296566666690560.0000, 7723416399999997952.0000",0.31369858068717815
MODEL,2.425628962644785,50.847457627118644,-56.1151196645466,"1.8565, 0.6707, 1.0107, 1.2374, 0.5037",0.3395277267323212
MODEL,2.725601249672343e+16,55.932203389830505,-16.90289444057583,"0.8807, 0.8021, 1.0748, 0.5994, 0.8797",0.7478124131272299
MODEL,6.789534552477533,35.59322033898305,-465.5110477795792,"0.9364, 21.3405, 0.9787, 0.9715, 15.6908",0.21626178921501388
MODEL,7.491469241333856e+17,44.067796610169495,-146.69556039999088,"2.2312, 2.1097, 0.5918, 1.0991, 0.9112",0.5632488415594453
MODEL,0.7171962833188754,52.54237288135593,-50.51682875963939,"1.2657, 10.1790, 1.3721, 1.8451, 0.9632",0.24291805635323616
MODEL,0.23815760720618184,47.45762711864407,9.346796909071104,"0.9894, 1.2477, 1.1063, 0.2910, 1.0277",0.6357029847889623
MODEL,1.274652073850754,47.45762711864407,-116.1015693519958,"11.1650, 4.3803, 8.0699, 1.0003, 0.5437",0.2901444166467714
MODEL,1.0634241443502918e+17,47.45762711864407,2.6247623241801703,"0.5488, 1.1002, 1.1142, 0.4612, 1.1884",0.25952452270968945
MODEL,1.8030679649636493e+17,40.67796610169491,-257.09787039911237,"2.9655, 1.5291, 0.7366, 2.6041, 2.5529",0.04283272886981006
MODEL,0.21945325028170817,47.45762711864407,7.991579986432394,"0.6947, 0.8215, 0.7876, 2.2056, 1.1654",0.3095521572450215
MODEL,4.542510294566923e+19,23.728813559322035,-94.04198290947028,"0.7220, 0.6638, 0.8888, 1.9332, 6.7954",3.057424956328687
MODEL,38.19223485055425,62.71186440677966,-9.170333146354432,"0.7278, 0.8906, 0.8783, 0.3589, 12.3068",1.5065280626085202
MODEL,3.52038093207557e+16,49.152542372881356,-601.381639349121,"10.7791, 19.5984, 1.0589, 6.9195, 2.9878",0.3446464646464563
MODEL,0.205415774990704,38.983050847457626,-2.6145165808852036,"1.6083, 2.2780, 1.4112, 0.9194, 1.6414",0.1230525252263305
MODEL,5.5670789881490554e+17,52.54237288135593,-115.93275996657357,"2.8432, 1.8338, 1.6051, 4.3309, 1.2247",0.10559222801242409
MODEL,3.1439747939572755e+17,0.0,-4.188615846111e+25,"26500608761666669117440.0000, 6018900966666667032576.0000, 1033122869308333490176.0000, 917122113766666665984.0000, 435377339516666642432.0000",0.21743959064932697
MODEL,2.368716010651687e+18,6.779661016949152,-32941.80571509406,"2130080020458333274112.0000, 451906936916666613760.0000, 250107254034916708450304.0000, 1446033668416666861568.0000, 21.0015",0.9443030376746294
MODEL,6.362791227406809e+16,16.949152542372882,-35.3720291752645,"0.7985, 0.5999, 0.9784, 13.3488, 1326251325033333391360.0000",2.9077043730628716
MODEL,0.7838361561050559,54.23728813559322,-19.14788555741636,"1.0613, 3.6909, 2.3105, 3.4743, 1.0953",0.2088601704612093
MODEL,0.5186907351430211,49.152542372881356,-42.61145655577279,"1.0441, 2.6158, 1.5052, 1.6527, 2.8018",0.1262485384859402
MODEL,4.042865457609692e+16,52.54237288135593,-206.77311808929258,"7.0888, 0.7010, 0.5604, 0.3809, 4.1799",0.12740902341823945
MODEL,1.6514714441371725,50.847457627118644,-164.1751550632395,"4.8355, 19.1096, 8.0299, 3.1847, 2.3477",0.16102465146326145
MODEL,1.1915047241543752e+17,28.8135593220339,-70.07010190883763,"0.6859, 1.2851, 0.8851, 1.4918, 3.6498",0.6695896171219673
MODEL,0.08220195522619124,76.27118644067797,4.762313272546795,"1.1745, 2.5580, 1.7672, 0.7793, 0.7437",0.1165408818702104
MODEL,0.07511360474622776,81.35593220338983,-4.540871373404037,"0.9761, 1.4436, 0.9416, 1.0563, 0.9222",0.10515422426101727
MODEL,0.16910120455075714,64.40677966101696,-1.8832110586572934,"0.4362, 1.1691, 0.7961, 0.9006, 0.7121",0.21986499609060217
MODEL,0.4017839020409338,59.32203389830509,-35.443575237166876,"3.5909, 3.1410, 0.7993, 2.5812, 6.7581",0.3126650036163011
MODEL,0.0840848328391943,61.016949152542374,4.412171145807493,"2.4459, 1.0887, 1.1645, 1.1495, 0.5139",0.1390090354773303
MODEL,0.12005117860756045,79.66101694915254,10.40649991651316,"1.5876, 2.2771, 2.3428, 1.5896, 0.4877",0.2177627044394852
MODEL,0.088159624422656,81.35593220338983,-4.406461837479445,"5.4341, 0.7710, 0.5230, 0.9918, 0.7342",0.1323478800745037
MODEL,0.1212199815132103,64.40677966101696,6.630735095769426,"0.8906, 2.2236, 2.2393, 1.9862, 0.9806",0.21688179312429084
MODEL,0.0978203940390338,93.22033898305085,2.8357429822827735,"1.7410, 1.4597, 1.4646, 1.3833, 1.0993",0.1875997337714698
MODEL,0.09016658976409597,84.7457627118644,7.8129610665798,"2.7516, 1.9883, 1.0339, 1.2102, 1.2257",0.17704951730985893
MODEL,0.0730093259196818,76.27118644067797,5.307568985542665,"0.6401, 1.9701, 0.6587, 2.8772, 0.9642",0.12419907320501716
MODEL,0.1181393850804862,79.66101694915254,10.631612388716817,"0.6106, 1.2924, 1.4433, 0.9928, 1.2584",0.25174072145070386
MODEL,0.11905025283559612,84.7457627118644,9.785347144605256,"1.3111, 0.7227, 1.7756, 2.1040, 0.8404",0.24017517491462748
MODEL,0.0735939797012146,76.27118644067797,1.1429110883527165,"0.8709, 1.1788, 0.6496, 2.3742, 2.5878",0.1568481736540015
MODEL,0.08109382414315601,81.35593220338983,-4.573203988079043,"0.5950, 1.1586, 1.1477, 2.5662, 0.3178",0.12419412162095313
MODEL,0.1229202245027969,67.79661016949153,8.659050910226169,"2.8252, 1.6491, 0.7502, 0.6251, 1.1889",0.21424606525579037
MODEL,0.09302223612628956,76.27118644067797,5.7522522591853775,"1.1886, 1.9030, 0.4263, 1.3543, 2.0267",0.18025009830991312
MODEL,0.06383271918556382,74.57627118644068,4.246904366019201,"0.7730, 1.1069, 1.4444, 1.0557, 0.6406",0.12938530657957661
MODEL,0.14215158802660047,72.88135593220339,-8.600233815139434,"1.6035, 2.0832, 1.3317, 0.6402, 0.5958",0.18350272084218225
MODEL,0.08636623898513363,64.40677966101696,-4.559546014391632,"0.6206, 0.8021, 0.7261, 1.6962, 1.1545",0.144410571273592
MODEL,0.14998823180506807,57.6271186440678,13.513146438907633,"2.7938, 2.4571, 1.4857, 0.2649, 1.0378",0.3227407463586109
MODEL,0.3345090460809896,66.10169491525424,29.149477314846067,"1.1857, 1.1309, 2.0997, 0.4329, 1.9576",1.0611264997889474
MODEL,0.07097402509116506,79.66101694915254,3.823655573772458,"1.2105, 1.3333, 1.0872, 1.2818, 0.7465",0.1223849387783092
MODEL,0.06863448592484664,77.96610169491525,5.510909668742895,"0.5929, 1.0479, 1.0414, 1.0241, 1.8136",0.12585228144182004
MODEL,0.0841302377336183,72.88135593220339,6.667837753604395,"1.1916, 1.3188, 0.5141, 1.1382, 1.7733",0.15149744441310903
MODEL,0.06689390648932535,72.88135593220339,1.0439780504470741,"1.4531, 2.2223, 0.4008, 2.3474, 0.4722",0.1058941598516588
MODEL,0.0914861408159049,76.27118644067797,3.276612677466343,"0.6384, 1.5853, 0.7751, 2.0632, 2.3421",0.20821553913613752
MODEL,0.6826481744794761,52.54237288135593,-20.447406705480642,"0.5404, 1.4230, 0.4529, 1.7304, 1.3104",0.28995014790961365
MODEL,0.9579803859523058,61.016949152542374,10.660624010500111,"1.5252, 1.1397, 0.8472, 1.0208, 0.6165",0.5544644337289262
MODEL,0.2631379998532663,72.88135593220339,1.5965792182494891,"1.6443, 1.1751, 0.8152, 0.8346, 0.4996",0.183442915408545
MODEL,0.317667837661809,59.32203389830509,-0.8587394066338173,"0.5590, 1.1749, 0.9079, 1.1036, 1.0875",0.3963116816553583
MODEL,0.759266929830534,71.1864406779661,-11.85620104903395,"2.0838, 1.2622, 0.7677, 0.6111, 0.7565",0.3122520283069668
MODEL,0.8909830447204018,76.27118644067797,-12.874639637196669,"1.8361, 1.6953, 0.6783, 0.1997, 1.7578",0.5588522197600376
MODEL,0.8225460036011091,71.1864406779661,-12.665487920387433,"0.5859, 1.0865, 0.5075, 0.4625, 1.1718",0.33449398251932755
MODEL,0.4558383385860723,50.847457627118644,-20.864844022460698,"1.3303, 1.1702, 0.9685, 0.3282, 0.8598",0.30335557909183564
MODEL,0.3542749807006523,54.23728813559322,11.337226680472638,"1.0740, 0.7355, 0.7724, 1.3238, 0.6956",0.42546812971985254
MODEL,0.40961238477919387,72.88135593220339,-18.668321181532992,"1.5800, 1.0267, 1.0189, 0.3717, 1.5754",0.2547585175775913
MODEL,0.6834159120691887,66.10169491525424,-21.477743264325785,"0.4839, 0.8925, 0.3652, 0.4475, 0.5329",0.40803735657155243
MODEL,0.4806343071016824,69.49152542372882,-31.56256692518893,"1.0511, 1.4506, 1.1254, 3.7924, 0.8784",0.3258477806159707
MODEL,0.27737466139971434,83.05084745762711,5.532312013581984,"3.0188, 1.9299, 1.1170, 0.9151, 0.7001",0.32360757091011305
MODEL,0.4554887028434346,67.79661016949153,-29.30010641207207,"1.3337, 1.8454, 0.3900, 0.7675, 0.8771",0.31704092638124975
MODEL,0.6909922645472182,76.27118644067797,-8.341167066836325,"0.8511, 0.9751, 0.2947, 0.7857, 0.8317",0.5299801634444642
MODEL,0.547514496544348,76.27118644067797,-11.55817673942799,"1.9696, 0.9666, 0.2862, 0.5368, 1.2260",0.3244250276072394
MODEL,0.3962421073002428,62.71186440677966,-5.654035060913047,"1.5654, 1.0688, 0.7010, 0.7959, 0.8896",0.3270617693511628
MODEL,0.8885181380307302,71.1864406779661,-39.51892097971153,"3.9564, 1.2395, 1.4327, 0.6558, 0.6800",0.4414780709849153
MODEL,0.7906683100889811,61.016949152542374,-30.01496709457158,"0.5312, 0.9131, 1.7313, 0.1464, 0.8577",0.33221558246532634
MODEL,0.5814224278749727,66.10169491525424,-22.696911295356383,"1.5437, 1.1873, 0.7109, 1.0140, 1.0801",0.38630579953086297
MODEL,0.5366345640139928,59.32203389830509,-40.110114995637616,"1.3502, 0.8926, 0.8746, 5.6169, 1.4542",0.32626813385102177
MODEL,0.49122815619712124,32.20338983050848,7.609254885569464,"0.8444, 0.6986, 1.2406, 0.8931, 2.2536",0.462802801395814
MODEL,0.6689914249880885,52.54237288135593,-9.567192858427564,"0.9911, 1.0338, 0.5176, 0.9393, 0.3722",0.41486889291520057
MODEL,1.137821336133623,76.27118644067797,-53.73052838253255,"0.3483, 1.6015, 0.8629, 0.7912, 2.1447",0.520004901424807
MODEL,0.8391747814949323,55.932203389830505,-4.818059257327493,"1.0503, 0.7392, 0.7337, 0.7024, 1.5480",0.4108186250999523
MODEL,0.43411815093471184,74.57627118644068,-1.5582298037150049,"5.5644, 0.7713, 0.1663, 0.9238, 0.6272",0.45032414104181057
MODEL,0.2502570609256203,71.1864406779661,3.8690847339315564,"0.8068, 1.1405, 0.7662, 0.6278, 0.7779",0.36019719716459536
MODEL,354273979440119.56,0.0,-4.719877548000001e+22,"5864732808333332480.0000, 20760551783333339136.0000, 2898780541666667008.0000, 2592298091666667008.0000, 7215949675000000512.0000",0.07741362423854516
MODEL,4564319598647823.0,0.0,-6.0808952522e+23,"99458816649999990784.0000, 34667449758333337600.0000, 126276794091666669568.0000, 25118017200000004096.0000, 221220193316666703872.0000",0.06789507519800955
MODEL,4.2580186816933384e+16,0.0,-5.67282045564e+24,"75402452558333362176.0000, 2352135942016666697728.0000, 968932135925000044544.0000, 602571634458333282304.0000, 728308214741666758656.0000",0.10782228239031931
MODEL,24908546799417.59,0.0,-3.3184850599999995e+21,"389664358333333312.0000, 202988700000000064.0000, 1624135574999999488.0000, 375705966666666688.0000, 172909616666666688.0000",0.023003202677144494
MODEL,1.8614968224795224e+16,32.20338983050848,36.36908964618738,"0.9735, 5.1389, 1.6077, 1.0137, 0.5367",0.3971512229560085
MODEL,3.492397814334739e+16,0.0,-4.65280855755e+24,"36059654016666664960.0000, 726773295741666721792.0000, 2609852401416667136000.0000, 420728788775000080384.0000, 83926324674999992320.0000",0.05581113427915088
